UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
04Q,Tradewind Aviation,10010,1B1,16927,N8C,646,11
04Q,Tradewind Aviation,10135,ABE,12932,LEB,479,11
04Q,Tradewind Aviation,10146,ABY,15167,TEB,479,11
04Q,Tradewind Aviation,10154,ACK,10540,BED,479,11
04Q,Tradewind Aviation,10154,ACK,10721,BOS,479,11
04Q,Tradewind Aviation,10154,ACK,11764,FRG,479,11
04Q,Tradewind Aviation,10154,ACK,12197,HPN,479,11
04Q,Tradewind Aviation,10154,ACK,12197,HPN,479,11
04Q,Tradewind Aviation,10154,ACK,15167,TEB,479,11
04Q,Tradewind Aviation,10154,ACK,16525,PA5,479,11
04Q,Tradewind Aviation,10158,ACY,11456,DXR,479,11
04Q,Tradewind Aviation,10158,ACY,11764,FRG,479,11
04Q,Tradewind Aviation,10158,ACY,12478,JFK,479,11
04Q,Tradewind Aviation,10198,AGC,12197,HPN,479,11
04Q,Tradewind Aviation,10257,ALB,10540,BED,479,11
04Q,Tradewind Aviation,10257,ALB,12197,HPN,479,11
04Q,Tradewind Aviation,10257,ALB,12953,LGA,479,11
04Q,Tradewind Aviation,10309,ANP,14044,PCT,479,11
04Q,Tradewind Aviation,10329,APF,11953,GNV,479,11
04Q,Tradewind Aviation,10329,APF,13204,MCO,479,11
04Q,Tradewind Aviation,10434,AVP,14711,SCE,479,11
04Q,Tradewind Aviation,10504,BBX,12244,HVN,479,11
04Q,Tradewind Aviation,10504,BBX,14307,PVD,479,11
04Q,Tradewind Aviation,10504,BBX,14711,SCE,479,11
04Q,Tradewind Aviation,10529,BDL,10785,BTV,479,11
04Q,Tradewind Aviation,10540,BED,10154,ACK,479,11
04Q,Tradewind Aviation,10540,BED,11375,DOV,479,11
04Q,Tradewind Aviation,10540,BED,12197,HPN,479,11
04Q,Tradewind Aviation,10540,BED,12222,HTO,479,11
04Q,Tradewind Aviation,10540,BED,12320,ILG,479,11
04Q,Tradewind Aviation,10540,BED,13541,MVY,479,11
04Q,Tradewind Aviation,10540,BED,14044,PCT,479,11
04Q,Tradewind Aviation,10540,BED,14182,PNE,479,11
04Q,Tradewind Aviation,10540,BED,14212,POU,479,11
04Q,Tradewind Aviation,10540,BED,14539,RKD,479,11
04Q,Tradewind Aviation,10540,BED,15167,TEB,479,11
04Q,Tradewind Aviation,10569,BFT,14027,PBI,479,11
04Q,Tradewind Aviation,10670,BLM,13541,MVY,479,11
04Q,Tradewind Aviation,10670,BLM,14711,SCE,479,11
04Q,Tradewind Aviation,10721,BOS,10154,ACK,479,11
04Q,Tradewind Aviation,10721,BOS,10257,ALB,479,11
04Q,Tradewind Aviation,10721,BOS,11165,CTH,479,11
04Q,Tradewind Aviation,10721,BOS,12222,HTO,479,11
04Q,Tradewind Aviation,10721,BOS,13541,MVY,479,11
04Q,Tradewind Aviation,10721,BOS,13674,NHZ,479,11
04Q,Tradewind Aviation,10721,BOS,14875,SLK,479,11
04Q,Tradewind Aviation,10721,BOS,15167,TEB,479,11
04Q,Tradewind Aviation,10785,BTV,10529,BDL,479,11
04Q,Tradewind Aviation,10785,BTV,12197,HPN,479,11
04Q,Tradewind Aviation,10785,BTV,16353,ZXU,479,11
04Q,Tradewind Aviation,10792,BUF,12197,HPN,479,11
04Q,Tradewind Aviation,10792,BUF,13398,MMU,479,11
04Q,Tradewind Aviation,10815,BVY,16441,CT1,479,11
04Q,Tradewind Aviation,10821,BWI,12197,HPN,479,11
04Q,Tradewind Aviation,10821,BWI,13541,MVY,479,11
04Q,Tradewind Aviation,10821,BWI,15167,TEB,479,11
04Q,Tradewind Aviation,10965,CGF,14044,PCT,479,11
04Q,Tradewind Aviation,10967,CGI,12197,HPN,646,11
04Q,Tradewind Aviation,10990,CHO,12244,HVN,479,11
04Q,Tradewind Aviation,10990,CHO,15167,TEB,479,11
04Q,Tradewind Aviation,10990,CHO,16525,PA5,479,11
04Q,Tradewind Aviation,11066,CMH,12197,HPN,479,11
04Q,Tradewind Aviation,11106,CON,12197,HPN,479,11
04Q,Tradewind Aviation,11136,CRG,15304,TPA,479,11
04Q,Tradewind Aviation,11165,CTH,10721,BOS,479,11
04Q,Tradewind Aviation,11375,DOV,10540,BED,479,11
04Q,Tradewind Aviation,11456,DXR,10540,BED,479,11
04Q,Tradewind Aviation,11456,DXR,16656,CT5,479,11
04Q,Tradewind Aviation,11592,ESN,15167,TEB,479,11
04Q,Tradewind Aviation,11618,EWR,10540,BED,479,11
04Q,Tradewind Aviation,11618,EWR,12264,IAD,479,11
04Q,Tradewind Aviation,11618,EWR,16353,ZXU,479,11
04Q,Tradewind Aviation,11624,EYW,14635,RSW,479,11
04Q,Tradewind Aviation,11714,FMY,14761,SFB,479,11
04Q,Tradewind Aviation,11728,FOK,10721,BOS,479,11
04Q,Tradewind Aviation,11732,FPR,12934,LEE,479,11
04Q,Tradewind Aviation,11764,FRG,10154,ACK,479,11
04Q,Tradewind Aviation,11764,FRG,10158,ACY,479,11
04Q,Tradewind Aviation,11764,FRG,10721,BOS,479,11
04Q,Tradewind Aviation,11764,FRG,12397,ITH,479,11
04Q,Tradewind Aviation,11764,FRG,14711,SCE,479,11
04Q,Tradewind Aviation,11764,FRG,15656,VWK,479,11
04Q,Tradewind Aviation,11764,FRG,16353,ZXU,479,11
04Q,Tradewind Aviation,11842,GAI,10154,ACK,479,11
04Q,Tradewind Aviation,11862,GBR,13507,MTP,479,11
04Q,Tradewind Aviation,11883,GED,16528,VA5,479,11
04Q,Tradewind Aviation,11953,GNV,10329,APF,479,11
04Q,Tradewind Aviation,12108,HFD,11764,FRG,479,11
04Q,Tradewind Aviation,12197,HPN,10154,ACK,479,11
04Q,Tradewind Aviation,12197,HPN,10154,ACK,479,11
04Q,Tradewind Aviation,12197,HPN,10540,BED,479,11
04Q,Tradewind Aviation,12197,HPN,10721,BOS,479,11
04Q,Tradewind Aviation,12197,HPN,10792,BUF,479,11
04Q,Tradewind Aviation,12197,HPN,10821,BWI,479,11
04Q,Tradewind Aviation,12197,HPN,10967,CGI,646,11
04Q,Tradewind Aviation,12197,HPN,11066,CMH,479,11
04Q,Tradewind Aviation,12197,HPN,11106,CON,479,11
04Q,Tradewind Aviation,12197,HPN,12222,HTO,479,11
04Q,Tradewind Aviation,12197,HPN,12250,HYA,479,11
04Q,Tradewind Aviation,12197,HPN,12320,ILG,479,11
04Q,Tradewind Aviation,12197,HPN,12898,LBE,479,11
04Q,Tradewind Aviation,12197,HPN,12916,LCI,479,11
04Q,Tradewind Aviation,12197,HPN,12932,LEB,479,11
04Q,Tradewind Aviation,12197,HPN,13230,MDT,479,11
04Q,Tradewind Aviation,12197,HPN,13505,MTN,479,11
04Q,Tradewind Aviation,12197,HPN,13541,MVY,479,11
04Q,Tradewind Aviation,12197,HPN,13541,MVY,479,11
04Q,Tradewind Aviation,12197,HPN,13599,NAD,479,11
04Q,Tradewind Aviation,12197,HPN,13674,NHZ,479,11
04Q,Tradewind Aviation,12197,HPN,14122,PIT,479,11
04Q,Tradewind Aviation,12197,HPN,14259,PSM,479,11
04Q,Tradewind Aviation,12197,HPN,14492,RDU,479,11
04Q,Tradewind Aviation,12197,HPN,14574,ROA,479,11
04Q,Tradewind Aviation,12197,HPN,14576,ROC,479,11
04Q,Tradewind Aviation,12197,HPN,14802,SHD,479,11
04Q,Tradewind Aviation,12197,HPN,14875,SLK,479,11
04Q,Tradewind Aviation,12222,HTO,10540,BED,479,11
04Q,Tradewind Aviation,12222,HTO,12197,HPN,479,11
04Q,Tradewind Aviation,12222,HTO,12320,ILG,479,11
04Q,Tradewind Aviation,12222,HTO,12932,LEB,479,11
04Q,Tradewind Aviation,12222,HTO,12953,LGA,479,11
04Q,Tradewind Aviation,12222,HTO,13781,NY1,479,11
04Q,Tradewind Aviation,12222,HTO,13984,OWD,479,11
04Q,Tradewind Aviation,12222,HTO,14875,SLK,479,11
04Q,Tradewind Aviation,12244,HVN,10504,BBX,479,11
04Q,Tradewind Aviation,12244,HVN,10990,CHO,479,11
04Q,Tradewind Aviation,12250,HYA,12197,HPN,479,11
04Q,Tradewind Aviation,12250,HYA,16727,NJ7,479,11
04Q,Tradewind Aviation,12264,IAD,15167,TEB,479,11
04Q,Tradewind Aviation,12320,ILG,10540,BED,479,11
04Q,Tradewind Aviation,12320,ILG,12197,HPN,479,11
04Q,Tradewind Aviation,12320,ILG,12222,HTO,479,11
04Q,Tradewind Aviation,12397,ITH,11764,FRG,479,11
04Q,Tradewind Aviation,12397,ITH,12222,HTO,479,11
04Q,Tradewind Aviation,12397,ITH,14492,RDU,479,11
04Q,Tradewind Aviation,12397,ITH,15167,TEB,479,11
04Q,Tradewind Aviation,12478,JFK,10154,ACK,479,11
04Q,Tradewind Aviation,12478,JFK,10158,ACY,479,11
04Q,Tradewind Aviation,12478,JFK,10540,BED,479,11
04Q,Tradewind Aviation,12478,JFK,13541,MVY,479,11
04Q,Tradewind Aviation,12494,JHW,12953,LGA,479,11
04Q,Tradewind Aviation,12916,LCI,12197,HPN,479,11
04Q,Tradewind Aviation,12932,LEB,10135,ABE,479,11
04Q,Tradewind Aviation,12932,LEB,11827,FXE,646,11
04Q,Tradewind Aviation,12932,LEB,12197,HPN,479,11
04Q,Tradewind Aviation,12932,LEB,15167,TEB,479,11
04Q,Tradewind Aviation,12953,LGA,10154,ACK,479,11
04Q,Tradewind Aviation,12953,LGA,10540,BED,479,11
04Q,Tradewind Aviation,12953,LGA,12494,JHW,479,11
04Q,Tradewind Aviation,13032,LNS,11618,EWR,479,11
04Q,Tradewind Aviation,13032,LNS,14711,SCE,479,11
04Q,Tradewind Aviation,13125,LWM,12222,HTO,479,11
04Q,Tradewind Aviation,13204,MCO,10329,APF,479,11
04Q,Tradewind Aviation,13204,MCO,13898,OPF,479,11
04Q,Tradewind Aviation,13230,MDT,10198,AGC,479,11
04Q,Tradewind Aviation,13296,MHT,15167,TEB,479,11
04Q,Tradewind Aviation,13398,MMU,10329,APF,479,11
04Q,Tradewind Aviation,13398,MMU,10540,BED,479,11
04Q,Tradewind Aviation,13398,MMU,10792,BUF,479,11
04Q,Tradewind Aviation,13398,MMU,12250,HYA,479,11
04Q,Tradewind Aviation,13398,MMU,13987,OXC,479,11
04Q,Tradewind Aviation,13398,MMU,14307,PVD,479,11
04Q,Tradewind Aviation,13450,MPV,15167,TEB,479,11
04Q,Tradewind Aviation,13469,MRK,11697,FLL,479,11
04Q,Tradewind Aviation,13505,MTN,12197,HPN,479,11
04Q,Tradewind Aviation,13507,MTP,11862,GBR,479,11
04Q,Tradewind Aviation,13541,MVY,10540,BED,479,11
04Q,Tradewind Aviation,13541,MVY,10670,BLM,479,11
04Q,Tradewind Aviation,13541,MVY,10785,BTV,479,11
04Q,Tradewind Aviation,13541,MVY,11456,DXR,479,11
04Q,Tradewind Aviation,13541,MVY,11728,FOK,479,11
04Q,Tradewind Aviation,13541,MVY,12197,HPN,479,11
04Q,Tradewind Aviation,13541,MVY,12197,HPN,479,11
04Q,Tradewind Aviation,13541,MVY,12953,LGA,479,11
04Q,Tradewind Aviation,13541,MVY,13398,MMU,479,11
04Q,Tradewind Aviation,13541,MVY,15167,TEB,479,11
04Q,Tradewind Aviation,13541,MVY,16353,ZXU,479,11
04Q,Tradewind Aviation,13599,NAD,12197,HPN,479,11
04Q,Tradewind Aviation,13674,NHZ,10721,BOS,479,11
04Q,Tradewind Aviation,13674,NHZ,12197,HPN,479,11
04Q,Tradewind Aviation,13685,NJ1,13507,MTP,479,11
04Q,Tradewind Aviation,13781,NY1,12222,HTO,479,11
04Q,Tradewind Aviation,13809,OCF,16829,LNA,479,11
04Q,Tradewind Aviation,13898,OPF,11136,CRG,479,11
04Q,Tradewind Aviation,13898,OPF,13809,OCF,479,11
04Q,Tradewind Aviation,13898,OPF,15304,TPA,479,11
04Q,Tradewind Aviation,13936,ORL,14027,PBI,479,11
04Q,Tradewind Aviation,13984,OWD,11764,FRG,479,11
04Q,Tradewind Aviation,13984,OWD,12197,HPN,479,11
04Q,Tradewind Aviation,13984,OWD,14711,SCE,479,11
04Q,Tradewind Aviation,13987,OXC,13398,MMU,479,11
04Q,Tradewind Aviation,14027,PBI,13936,ORL,479,11
04Q,Tradewind Aviation,14027,PBI,15304,TPA,479,11
04Q,Tradewind Aviation,14044,PCT,10540,BED,479,11
04Q,Tradewind Aviation,14044,PCT,15427,UBF,479,11
04Q,Tradewind Aviation,14044,PCT,16571,1NY,479,11
04Q,Tradewind Aviation,14100,PHL,12222,HTO,479,11
04Q,Tradewind Aviation,14100,PHL,14711,SCE,479,11
04Q,Tradewind Aviation,14112,PIE,15249,TLH,479,11
04Q,Tradewind Aviation,14122,PIT,12197,HPN,479,11
04Q,Tradewind Aviation,14182,PNE,10540,BED,479,11
04Q,Tradewind Aviation,14212,POU,10540,BED,479,11
04Q,Tradewind Aviation,14212,POU,11764,FRG,479,11
04Q,Tradewind Aviation,14255,PSF,10158,ACY,479,11
04Q,Tradewind Aviation,14255,PSF,10504,BBX,479,11
04Q,Tradewind Aviation,14255,PSF,15167,TEB,479,11
04Q,Tradewind Aviation,14259,PSM,12197,HPN,479,11
04Q,Tradewind Aviation,14307,PVD,10504,BBX,479,11
04Q,Tradewind Aviation,14307,PVD,13398,MMU,479,11
04Q,Tradewind Aviation,14307,PVD,15167,TEB,479,11
04Q,Tradewind Aviation,14320,PWK,14574,ROA,479,11
04Q,Tradewind Aviation,14492,RDU,12397,ITH,479,11
04Q,Tradewind Aviation,14524,RIC,15167,TEB,479,11
04Q,Tradewind Aviation,14570,RNO,10693,BNA,479,11
04Q,Tradewind Aviation,14574,ROA,11193,CVG,479,11
04Q,Tradewind Aviation,14574,ROA,12197,HPN,479,11
04Q,Tradewind Aviation,14576,ROC,12197,HPN,479,11
04Q,Tradewind Aviation,14635,RSW,11624,EYW,479,11
04Q,Tradewind Aviation,14711,SCE,10504,BBX,479,11
04Q,Tradewind Aviation,14711,SCE,10535,BDR,479,11
04Q,Tradewind Aviation,14711,SCE,10670,BLM,479,11
04Q,Tradewind Aviation,14711,SCE,11764,FRG,479,11
04Q,Tradewind Aviation,14711,SCE,13032,LNS,479,11
04Q,Tradewind Aviation,14711,SCE,13984,OWD,479,11
04Q,Tradewind Aviation,14711,SCE,15167,TEB,479,11
04Q,Tradewind Aviation,14761,SFB,11714,FMY,479,11
04Q,Tradewind Aviation,14802,SHD,11689,FL4,479,11
04Q,Tradewind Aviation,14843,SJU,14843,SJU,479,11
04Q,Tradewind Aviation,14843,SJU,14843,SJU,479,11
04Q,Tradewind Aviation,14843,SJU,15027,STX,479,11
04Q,Tradewind Aviation,14875,SLK,12197,HPN,479,11
04Q,Tradewind Aviation,15027,STX,14843,SJU,479,11
04Q,Tradewind Aviation,15030,SUA,13303,MIA,479,11
04Q,Tradewind Aviation,15070,SWF,14875,SLK,479,11
04Q,Tradewind Aviation,15167,TEB,10146,ABY,479,11
04Q,Tradewind Aviation,15167,TEB,10154,ACK,479,11
04Q,Tradewind Aviation,15167,TEB,10540,BED,479,11
04Q,Tradewind Aviation,15167,TEB,10721,BOS,479,11
04Q,Tradewind Aviation,15167,TEB,10785,BTV,479,11
04Q,Tradewind Aviation,15167,TEB,10792,BUF,479,11
04Q,Tradewind Aviation,15167,TEB,10821,BWI,479,11
04Q,Tradewind Aviation,15167,TEB,10990,CHO,479,11
04Q,Tradewind Aviation,15167,TEB,11592,ESN,479,11
04Q,Tradewind Aviation,15167,TEB,11827,FXE,479,11
04Q,Tradewind Aviation,15167,TEB,11899,GFL,479,11
04Q,Tradewind Aviation,15167,TEB,12197,HPN,479,11
04Q,Tradewind Aviation,15167,TEB,12250,HYA,479,11
04Q,Tradewind Aviation,15167,TEB,12264,IAD,479,11
04Q,Tradewind Aviation,15167,TEB,12397,ITH,479,11
04Q,Tradewind Aviation,15167,TEB,12932,LEB,479,11
04Q,Tradewind Aviation,15167,TEB,13296,MHT,479,11
04Q,Tradewind Aviation,15167,TEB,13450,MPV,479,11
04Q,Tradewind Aviation,15167,TEB,13541,MVY,479,11
04Q,Tradewind Aviation,15167,TEB,13599,NAD,479,11
04Q,Tradewind Aviation,15167,TEB,13984,OWD,479,11
04Q,Tradewind Aviation,15167,TEB,14255,PSF,479,11
04Q,Tradewind Aviation,15167,TEB,14321,PWM,479,11
04Q,Tradewind Aviation,15167,TEB,14524,RIC,479,11
04Q,Tradewind Aviation,15167,TEB,14711,SCE,479,11
04Q,Tradewind Aviation,15167,TEB,15096,SYR,479,11
04Q,Tradewind Aviation,15167,TEB,16774,VA8,479,11
04Q,Tradewind Aviation,15249,TLH,14112,PIE,479,11
04Q,Tradewind Aviation,15249,TLH,15304,TPA,479,11
04Q,Tradewind Aviation,15304,TPA,10329,APF,479,11
04Q,Tradewind Aviation,15304,TPA,14027,PBI,479,11
04Q,Tradewind Aviation,15307,TPF,11136,CRG,479,11
04Q,Tradewind Aviation,15427,UBF,14044,PCT,479,11
04Q,Tradewind Aviation,15497,UST,15304,TPA,479,11
04Q,Tradewind Aviation,15628,VRB,12124,HHH,479,11
04Q,Tradewind Aviation,15656,VWK,11764,FRG,479,11
04Q,Tradewind Aviation,16353,ZXU,10785,BTV,479,11
04Q,Tradewind Aviation,16353,ZXU,11618,EWR,479,11
04Q,Tradewind Aviation,16353,ZXU,11764,FRG,479,11
04Q,Tradewind Aviation,16353,ZXU,13541,MVY,479,11
04Q,Tradewind Aviation,16441,CT1,10815,BVY,479,11
04Q,Tradewind Aviation,16479,MA2,12222,HTO,479,11
04Q,Tradewind Aviation,16498,NY7,15167,TEB,479,11
04Q,Tradewind Aviation,16509,TN9,11624,EYW,479,11
04Q,Tradewind Aviation,16525,PA5,10154,ACK,479,11
04Q,Tradewind Aviation,16525,PA5,10990,CHO,479,11
04Q,Tradewind Aviation,16526,MA4,15167,TEB,479,11
04Q,Tradewind Aviation,16528,VA5,11883,GED,479,11
04Q,Tradewind Aviation,16656,CT5,11456,DXR,479,11
04Q,Tradewind Aviation,16727,NJ7,12250,HYA,479,11
04Q,Tradewind Aviation,16829,LNA,13809,OCF,479,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10155,ACT,14107,PHX,626,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11423,DSM,10155,ACT,626,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12339,IND,10155,ACT,626,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12339,IND,14107,PHX,626,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12478,JFK,13198,MCI,627,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,12339,IND,626,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14107,PHX,11423,DSM,626,11
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14107,PHX,12339,IND,626,11
1EQ,"KaiserAir, Inc.",12191,HOU,12889,LAS,614,11
1EQ,"KaiserAir, Inc.",12758,KOA,13796,OAK,614,11
1EQ,"KaiserAir, Inc.",13204,MCO,12892,LAX,614,11
1EQ,"KaiserAir, Inc.",13487,MSP,13796,OAK,614,11
1EQ,"KaiserAir, Inc.",13796,OAK,12758,KOA,614,11
1EQ,"KaiserAir, Inc.",13796,OAK,14679,SAN,614,11
1EQ,"KaiserAir, Inc.",14679,SAN,13487,MSP,614,11
1EQ,"KaiserAir, Inc.",14689,SBA,11603,EUG,614,11
1EQ,"KaiserAir, Inc.",14831,SJC,12889,LAS,614,11
1QQ,City Wings Inc dba Seaflight,15024,STT,15027,STX,415,11
1QQ,City Wings Inc dba Seaflight,15027,STX,15024,STT,415,11
27Q,"Jet Aviation Flight Services, Inc.",10010,1B1,14814,SHV,671,11
27Q,"Jet Aviation Flight Services, Inc.",10010,1B1,15167,TEB,667,11
27Q,"Jet Aviation Flight Services, Inc.",10135,ABE,14814,SHV,671,11
27Q,"Jet Aviation Flight Services, Inc.",10158,ACY,12264,IAD,609,11
27Q,"Jet Aviation Flight Services, Inc.",10158,ACY,14122,PIT,609,11
27Q,"Jet Aviation Flight Services, Inc.",10158,ACY,14986,SRQ,609,11
27Q,"Jet Aviation Flight Services, Inc.",10171,ADS,12211,HSH,750,11
27Q,"Jet Aviation Flight Services, Inc.",10208,AGS,12264,IAD,688,11
27Q,"Jet Aviation Flight Services, Inc.",10208,AGS,15167,TEB,688,11
27Q,"Jet Aviation Flight Services, Inc.",10327,APC,10800,BUR,672,11
27Q,"Jet Aviation Flight Services, Inc.",10329,APF,14027,PBI,682,11
27Q,"Jet Aviation Flight Services, Inc.",10408,ATW,10171,ADS,750,11
27Q,"Jet Aviation Flight Services, Inc.",10423,AUS,10747,BRO,750,11
27Q,"Jet Aviation Flight Services, Inc.",10423,AUS,11453,DWH,750,11
27Q,"Jet Aviation Flight Services, Inc.",10423,AUS,12197,HPN,752,11
27Q,"Jet Aviation Flight Services, Inc.",10423,AUS,14027,PBI,750,11
27Q,"Jet Aviation Flight Services, Inc.",10519,BCT,12953,LGA,682,11
27Q,"Jet Aviation Flight Services, Inc.",10529,BDL,10540,BED,749,11
27Q,"Jet Aviation Flight Services, Inc.",10540,BED,10529,BDL,749,11
27Q,"Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,688,11
27Q,"Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,749,11
27Q,"Jet Aviation Flight Services, Inc.",10577,BGM,15096,SYR,667,11
27Q,"Jet Aviation Flight Services, Inc.",10620,BIL,14712,SCF,641,11
27Q,"Jet Aviation Flight Services, Inc.",10747,BRO,10423,AUS,750,11
27Q,"Jet Aviation Flight Services, Inc.",10785,BTV,12197,HPN,515,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,10327,APC,672,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,12892,LAX,672,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,13476,MRY,672,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,13541,MVY,671,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,14712,SCF,749,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,671,11
27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,672,11
27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,14683,SAT,754,11
27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,15589,VGT,754,11
27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,16558,LA2,641,11
27Q,"Jet Aviation Flight Services, Inc.",11278,DCA,15167,TEB,750,11
27Q,"Jet Aviation Flight Services, Inc.",11453,DWH,14027,PBI,750,11
27Q,"Jet Aviation Flight Services, Inc.",12191,HOU,11259,DAL,754,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,10423,AUS,752,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,10785,BTV,515,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,12264,IAD,609,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,13303,MIA,752,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,14050,PDK,752,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,14100,PHL,752,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,14112,PIE,682,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,14986,SRQ,609,11
27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,15167,TEB,515,11
27Q,"Jet Aviation Flight Services, Inc.",12211,HSH,10171,ADS,750,11
27Q,"Jet Aviation Flight Services, Inc.",12211,HSH,12264,IAD,750,11
27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,10158,ACY,609,11
27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,10208,AGS,688,11
27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,12197,HPN,609,11
27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,12892,LAX,770,11
27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,13232,MDW,750,11
27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,15167,TEB,688,11
27Q,"Jet Aviation Flight Services, Inc.",12339,IND,15447,UGN,770,11
27Q,"Jet Aviation Flight Services, Inc.",12545,JRA,15167,TEB,390,11
27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,13232,MDW,750,11
27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,13232,MDW,752,11
27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,13232,MDW,755,11
27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,14027,PBI,750,11
27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,15376,TUS,770,11
27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,10800,BUR,672,11
27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,12264,IAD,770,11
27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,13295,MHR,672,11
27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,14252,PSC,770,11
27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,14262,PSP,770,11
27Q,"Jet Aviation Flight Services, Inc.",12932,LEB,13832,OGS,755,11
27Q,"Jet Aviation Flight Services, Inc.",12932,LEB,14320,PWK,755,11
27Q,"Jet Aviation Flight Services, Inc.",12953,LGA,12197,HPN,682,11
27Q,"Jet Aviation Flight Services, Inc.",12992,LIT,13232,MDW,682,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,10329,APF,682,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,12211,HSH,750,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,12889,LAS,750,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,12889,LAS,752,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,12889,LAS,755,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14027,PBI,755,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14262,PSP,770,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14320,PWK,755,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15167,TEB,750,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15167,TEB,755,11
27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15447,UGN,770,11
27Q,"Jet Aviation Flight Services, Inc.",13295,MHR,12892,LAX,672,11
27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,12197,HPN,752,11
27Q,"Jet Aviation Flight Services, Inc.",13476,MRY,14908,SNA,672,11
27Q,"Jet Aviation Flight Services, Inc.",13541,MVY,10800,BUR,671,11
27Q,"Jet Aviation Flight Services, Inc.",13541,MVY,15167,TEB,671,11
27Q,"Jet Aviation Flight Services, Inc.",13832,OGS,12932,LEB,755,11
27Q,"Jet Aviation Flight Services, Inc.",13832,OGS,13232,MDW,755,11
27Q,"Jet Aviation Flight Services, Inc.",13931,ORF,10135,ABE,671,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,10423,AUS,750,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,10519,BCT,682,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,11278,DCA,750,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13232,MDW,755,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,14814,SHV,671,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,15167,TEB,682,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,15167,TEB,749,11
27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,15167,TEB,750,11
