UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
04Q,Tradewind Aviation,10010,1B1,11728,FOK,479,9
04Q,Tradewind Aviation,10154,ACK,10257,ALB,479,9
04Q,Tradewind Aviation,10154,ACK,10504,BBX,479,9
04Q,Tradewind Aviation,10154,ACK,10529,BDL,479,9
04Q,Tradewind Aviation,10154,ACK,10535,BDR,479,9
04Q,Tradewind Aviation,10154,ACK,10540,BED,479,9
04Q,Tradewind Aviation,10154,ACK,10647,BKL,479,9
04Q,Tradewind Aviation,10154,ACK,10693,BNA,646,9
04Q,Tradewind Aviation,10154,ACK,10721,BOS,479,9
04Q,Tradewind Aviation,10154,ACK,10785,BTV,479,9
04Q,Tradewind Aviation,10154,ACK,10927,CDW,479,9
04Q,Tradewind Aviation,10154,ACK,11057,CLT,479,9
04Q,Tradewind Aviation,10154,ACK,11456,DXR,479,9
04Q,Tradewind Aviation,10154,ACK,11618,EWR,479,9
04Q,Tradewind Aviation,10154,ACK,11728,FOK,479,9
04Q,Tradewind Aviation,10154,ACK,11842,GAI,479,9
04Q,Tradewind Aviation,10154,ACK,12197,HPN,479,9
04Q,Tradewind Aviation,10154,ACK,12197,HPN,479,9
04Q,Tradewind Aviation,10154,ACK,12222,HTO,479,9
04Q,Tradewind Aviation,10154,ACK,12244,HVN,479,9
04Q,Tradewind Aviation,10154,ACK,12250,HYA,479,9
04Q,Tradewind Aviation,10154,ACK,12478,JFK,479,9
04Q,Tradewind Aviation,10154,ACK,12932,LEB,479,9
04Q,Tradewind Aviation,10154,ACK,13398,MMU,479,9
04Q,Tradewind Aviation,10154,ACK,13535,MVL,479,9
04Q,Tradewind Aviation,10154,ACK,13685,NJ1,479,9
04Q,Tradewind Aviation,10154,ACK,13731,NPT,479,9
04Q,Tradewind Aviation,10154,ACK,14321,PWM,479,9
04Q,Tradewind Aviation,10154,ACK,14524,RIC,479,9
04Q,Tradewind Aviation,10154,ACK,15167,TEB,479,9
04Q,Tradewind Aviation,10154,ACK,15376,TUS,479,9
04Q,Tradewind Aviation,10198,AGC,13541,MVY,479,9
04Q,Tradewind Aviation,10257,ALB,10154,ACK,479,9
04Q,Tradewind Aviation,10257,ALB,12222,HTO,479,9
04Q,Tradewind Aviation,10309,ANP,12197,HPN,479,9
04Q,Tradewind Aviation,10431,AVL,10721,BOS,646,9
04Q,Tradewind Aviation,10471,B19,16441,CT1,479,9
04Q,Tradewind Aviation,10504,BBX,10154,ACK,479,9
04Q,Tradewind Aviation,10504,BBX,10927,CDW,479,9
04Q,Tradewind Aviation,10504,BBX,12244,HVN,479,9
04Q,Tradewind Aviation,10504,BBX,12348,INT,479,9
04Q,Tradewind Aviation,10504,BBX,16568,NJ4,479,9
04Q,Tradewind Aviation,10529,BDL,12388,ISM,646,9
04Q,Tradewind Aviation,10529,BDL,14321,PWM,479,9
04Q,Tradewind Aviation,10529,BDL,15167,TEB,479,9
04Q,Tradewind Aviation,10535,BDR,10154,ACK,479,9
04Q,Tradewind Aviation,10535,BDR,11106,CON,479,9
04Q,Tradewind Aviation,10535,BDR,13541,MVY,479,9
04Q,Tradewind Aviation,10540,BED,10154,ACK,479,9
04Q,Tradewind Aviation,10540,BED,10504,BBX,479,9
04Q,Tradewind Aviation,10540,BED,11618,EWR,479,9
04Q,Tradewind Aviation,10540,BED,11728,FOK,479,9
04Q,Tradewind Aviation,10540,BED,12197,HPN,479,9
04Q,Tradewind Aviation,10540,BED,12222,HTO,479,9
04Q,Tradewind Aviation,10540,BED,12391,ISP,479,9
04Q,Tradewind Aviation,10540,BED,13541,MVY,479,9
04Q,Tradewind Aviation,10540,BED,14044,PCT,479,9
04Q,Tradewind Aviation,10540,BED,14100,PHL,479,9
04Q,Tradewind Aviation,10540,BED,15167,TEB,479,9
04Q,Tradewind Aviation,10540,BED,15356,TTN,479,9
04Q,Tradewind Aviation,10557,BFD,14100,PHL,479,9
04Q,Tradewind Aviation,10577,BGM,16543,MA5,479,9
04Q,Tradewind Aviation,10581,BGR,10540,BED,479,9
04Q,Tradewind Aviation,10581,BGR,14539,RKD,479,9
04Q,Tradewind Aviation,10589,BHB,10540,BED,646,9
04Q,Tradewind Aviation,10589,BHB,12953,LGA,479,9
04Q,Tradewind Aviation,10589,BHB,14332,PYM,479,9
04Q,Tradewind Aviation,10589,BHB,15167,TEB,479,9
04Q,Tradewind Aviation,10613,BID,10154,ACK,479,9
04Q,Tradewind Aviation,10613,BID,13731,NPT,479,9
04Q,Tradewind Aviation,10613,BID,15167,TEB,479,9
04Q,Tradewind Aviation,10647,BKL,10154,ACK,479,9
04Q,Tradewind Aviation,10670,BLM,10540,BED,479,9
04Q,Tradewind Aviation,10670,BLM,10540,BED,646,9
04Q,Tradewind Aviation,10670,BLM,11961,GON,479,9
04Q,Tradewind Aviation,10670,BLM,12222,HTO,479,9
04Q,Tradewind Aviation,10670,BLM,13541,MVY,479,9
04Q,Tradewind Aviation,10670,BLM,13599,NAD,479,9
04Q,Tradewind Aviation,10721,BOS,10154,ACK,479,9
04Q,Tradewind Aviation,10721,BOS,10577,BGM,479,9
04Q,Tradewind Aviation,10721,BOS,12197,HPN,479,9
04Q,Tradewind Aviation,10721,BOS,13398,MMU,479,9
04Q,Tradewind Aviation,10721,BOS,13541,MVY,479,9
04Q,Tradewind Aviation,10721,BOS,15167,TEB,479,9
04Q,Tradewind Aviation,10780,BTP,12197,HPN,479,9
04Q,Tradewind Aviation,10785,BTV,10154,ACK,479,9
04Q,Tradewind Aviation,10785,BTV,10540,BED,479,9
04Q,Tradewind Aviation,10785,BTV,10721,BOS,479,9
04Q,Tradewind Aviation,10785,BTV,12197,HPN,479,9
04Q,Tradewind Aviation,10785,BTV,13507,MTP,479,9
04Q,Tradewind Aviation,10785,BTV,15167,TEB,479,9
04Q,Tradewind Aviation,10785,BTV,16353,ZXU,479,9
04Q,Tradewind Aviation,10815,BVY,10154,ACK,479,9
04Q,Tradewind Aviation,10815,BVY,12222,HTO,479,9
04Q,Tradewind Aviation,10821,BWI,12197,HPN,479,9
04Q,Tradewind Aviation,10821,BWI,14492,RDU,479,9
04Q,Tradewind Aviation,10821,BWI,16680,N1Y,479,9
04Q,Tradewind Aviation,10927,CDW,10154,ACK,479,9
04Q,Tradewind Aviation,10927,CDW,14307,PVD,479,9
04Q,Tradewind Aviation,10927,CDW,15096,SYR,479,9
04Q,Tradewind Aviation,10990,CHO,10540,BED,479,9
04Q,Tradewind Aviation,10990,CHO,11764,FRG,479,9
04Q,Tradewind Aviation,10990,CHO,15167,TEB,479,9
04Q,Tradewind Aviation,11066,CMH,10309,ANP,479,9
04Q,Tradewind Aviation,11106,CON,10821,BWI,479,9
04Q,Tradewind Aviation,11136,CRG,16901,2FL,479,9
04Q,Tradewind Aviation,11331,DKK,12197,HPN,479,9
04Q,Tradewind Aviation,11456,DXR,10154,ACK,479,9
04Q,Tradewind Aviation,11456,DXR,12932,LEB,479,9
04Q,Tradewind Aviation,11493,EEN,12478,JFK,646,9
04Q,Tradewind Aviation,11496,EFK,13296,MHT,479,9
04Q,Tradewind Aviation,11577,ERI,16525,PA5,479,9
04Q,Tradewind Aviation,11592,ESN,12244,HVN,479,9
04Q,Tradewind Aviation,11615,EWB,12264,IAD,646,9
04Q,Tradewind Aviation,11618,EWR,10540,BED,479,9
04Q,Tradewind Aviation,11618,EWR,12916,LCI,479,9
04Q,Tradewind Aviation,11618,EWR,15356,TTN,479,9
04Q,Tradewind Aviation,11624,EYW,10519,BCT,479,9
04Q,Tradewind Aviation,11624,EYW,14027,PBI,479,9
04Q,Tradewind Aviation,11675,FID,11728,FOK,479,9
04Q,Tradewind Aviation,11675,FID,11764,FRG,479,9
04Q,Tradewind Aviation,11675,FID,12197,HPN,479,9
04Q,Tradewind Aviation,11675,FID,12222,HTO,479,9
04Q,Tradewind Aviation,11675,FID,12264,IAD,479,9
04Q,Tradewind Aviation,11675,FID,12953,LGA,479,9
04Q,Tradewind Aviation,11675,FID,15167,TEB,479,9
04Q,Tradewind Aviation,11728,FOK,10010,1B1,479,9
04Q,Tradewind Aviation,11728,FOK,10540,BED,479,9
04Q,Tradewind Aviation,11728,FOK,10990,CHO,479,9
04Q,Tradewind Aviation,11728,FOK,11675,FID,479,9
04Q,Tradewind Aviation,11728,FOK,13398,MMU,479,9
04Q,Tradewind Aviation,11728,FOK,13505,MTN,479,9
04Q,Tradewind Aviation,11728,FOK,13685,NJ1,479,9
04Q,Tradewind Aviation,11728,FOK,14001,PA2,479,9
04Q,Tradewind Aviation,11732,FPR,15304,TPA,479,9
04Q,Tradewind Aviation,11764,FRG,11675,FID,479,9
04Q,Tradewind Aviation,11827,FXE,13809,OCF,479,9
04Q,Tradewind Aviation,11899,GFL,14182,PNE,479,9
04Q,Tradewind Aviation,11899,GFL,15167,TEB,479,9
04Q,Tradewind Aviation,11961,GON,10670,BLM,479,9
04Q,Tradewind Aviation,11961,GON,12222,HTO,479,9
04Q,Tradewind Aviation,11961,GON,12916,LCI,479,9
04Q,Tradewind Aviation,11961,GON,14648,RUT,479,9
04Q,Tradewind Aviation,11961,GON,15167,TEB,479,9
04Q,Tradewind Aviation,12119,HGR,12197,HPN,479,9
04Q,Tradewind Aviation,12197,HPN,10154,ACK,479,9
04Q,Tradewind Aviation,12197,HPN,10154,ACK,479,9
04Q,Tradewind Aviation,12197,HPN,10540,BED,479,9
04Q,Tradewind Aviation,12197,HPN,10581,BGR,479,9
04Q,Tradewind Aviation,12197,HPN,10589,BHB,479,9
04Q,Tradewind Aviation,12197,HPN,10630,BJC,479,9
04Q,Tradewind Aviation,12197,HPN,10721,BOS,479,9
04Q,Tradewind Aviation,12197,HPN,10780,BTP,479,9
04Q,Tradewind Aviation,12197,HPN,10785,BTV,479,9
04Q,Tradewind Aviation,12197,HPN,11066,CMH,479,9
04Q,Tradewind Aviation,12197,HPN,11675,FID,479,9
04Q,Tradewind Aviation,12197,HPN,12119,HGR,479,9
04Q,Tradewind Aviation,12197,HPN,12222,HTO,479,9
04Q,Tradewind Aviation,12197,HPN,12264,IAD,479,9
04Q,Tradewind Aviation,12197,HPN,12397,ITH,479,9
04Q,Tradewind Aviation,12197,HPN,12494,JHW,479,9
04Q,Tradewind Aviation,12197,HPN,12932,LEB,479,9
04Q,Tradewind Aviation,12197,HPN,12944,LEW,479,9
04Q,Tradewind Aviation,12197,HPN,13152,MA1,479,9
04Q,Tradewind Aviation,12197,HPN,13487,MSP,479,9
04Q,Tradewind Aviation,12197,HPN,13505,MTN,479,9
04Q,Tradewind Aviation,12197,HPN,13541,MVY,479,9
04Q,Tradewind Aviation,12197,HPN,13541,MVY,479,9
04Q,Tradewind Aviation,12197,HPN,14050,PDK,479,9
04Q,Tradewind Aviation,12197,HPN,14100,PHL,479,9
04Q,Tradewind Aviation,12197,HPN,14306,PVC,479,9
04Q,Tradewind Aviation,12197,HPN,14307,PVD,479,9
04Q,Tradewind Aviation,12197,HPN,14321,PWM,479,9
04Q,Tradewind Aviation,12197,HPN,14332,PYM,479,9
04Q,Tradewind Aviation,12197,HPN,14492,RDU,479,9
04Q,Tradewind Aviation,12197,HPN,14576,ROC,479,9
04Q,Tradewind Aviation,12197,HPN,14696,SBN,479,9
04Q,Tradewind Aviation,12197,HPN,14802,SHD,479,9
04Q,Tradewind Aviation,12197,HPN,14875,SLK,479,9
04Q,Tradewind Aviation,12197,HPN,16627,ME5,479,9
04Q,Tradewind Aviation,12222,HTO,10154,ACK,479,9
04Q,Tradewind Aviation,12222,HTO,10257,ALB,479,9
04Q,Tradewind Aviation,12222,HTO,10540,BED,479,9
04Q,Tradewind Aviation,12222,HTO,10721,BOS,479,9
04Q,Tradewind Aviation,12222,HTO,10815,BVY,479,9
04Q,Tradewind Aviation,12222,HTO,11675,FID,479,9
04Q,Tradewind Aviation,12222,HTO,12197,HPN,479,9
04Q,Tradewind Aviation,12222,HTO,12320,ILG,479,9
04Q,Tradewind Aviation,12222,HTO,13398,MMU,479,9
04Q,Tradewind Aviation,12222,HTO,13541,MVY,479,9
04Q,Tradewind Aviation,12222,HTO,13731,NPT,479,9
04Q,Tradewind Aviation,12222,HTO,13984,OWD,479,9
04Q,Tradewind Aviation,12222,HTO,14307,PVD,479,9
04Q,Tradewind Aviation,12222,HTO,14332,PYM,479,9
04Q,Tradewind Aviation,12222,HTO,15070,SWF,479,9
04Q,Tradewind Aviation,12222,HTO,15167,TEB,479,9
04Q,Tradewind Aviation,12222,HTO,15356,TTN,479,9
04Q,Tradewind Aviation,12244,HVN,10154,ACK,479,9
04Q,Tradewind Aviation,12244,HVN,10504,BBX,479,9
04Q,Tradewind Aviation,12244,HVN,14182,PNE,479,9
04Q,Tradewind Aviation,12250,HYA,12478,JFK,479,9
04Q,Tradewind Aviation,12250,HYA,12916,LCI,479,9
04Q,Tradewind Aviation,12250,HYA,15070,SWF,479,9
04Q,Tradewind Aviation,12264,IAD,10198,AGC,479,9
04Q,Tradewind Aviation,12264,IAD,12397,ITH,479,9
04Q,Tradewind Aviation,12264,IAD,13152,MA1,479,9
04Q,Tradewind Aviation,12264,IAD,13987,OXC,479,9
04Q,Tradewind Aviation,12264,IAD,15167,TEB,479,9
04Q,Tradewind Aviation,12348,INT,10504,BBX,479,9
04Q,Tradewind Aviation,12391,ISP,10540,BED,479,9
04Q,Tradewind Aviation,12397,ITH,12264,IAD,479,9
04Q,Tradewind Aviation,12397,ITH,12478,JFK,479,9
04Q,Tradewind Aviation,12397,ITH,15167,TEB,479,9
04Q,Tradewind Aviation,12478,JFK,12264,IAD,646,9
04Q,Tradewind Aviation,12478,JFK,12397,ITH,479,9
04Q,Tradewind Aviation,12478,JFK,13541,MVY,479,9
04Q,Tradewind Aviation,12478,JFK,13984,OWD,479,9
04Q,Tradewind Aviation,12478,JFK,16525,PA5,479,9
04Q,Tradewind Aviation,12494,JHW,12197,HPN,479,9
04Q,Tradewind Aviation,12494,JHW,12953,LGA,479,9
04Q,Tradewind Aviation,12916,LCI,10519,BCT,479,9
04Q,Tradewind Aviation,12916,LCI,11961,GON,479,9
04Q,Tradewind Aviation,12916,LCI,12197,HPN,479,9
04Q,Tradewind Aviation,12916,LCI,12250,HYA,479,9
04Q,Tradewind Aviation,12932,LEB,10154,ACK,479,9
04Q,Tradewind Aviation,12932,LEB,10529,BDL,479,9
04Q,Tradewind Aviation,12932,LEB,11456,DXR,479,9
04Q,Tradewind Aviation,12932,LEB,12197,HPN,479,9
04Q,Tradewind Aviation,12932,LEB,12953,LGA,479,9
04Q,Tradewind Aviation,12932,LEB,13398,MMU,479,9
04Q,Tradewind Aviation,12932,LEB,15167,TEB,479,9
04Q,Tradewind Aviation,12932,LEB,16540,ME3,479,9
04Q,Tradewind Aviation,12953,LGA,11675,FID,479,9
04Q,Tradewind Aviation,12953,LGA,13541,MVY,479,9
04Q,Tradewind Aviation,13008,LKP,13505,MTN,479,9
04Q,Tradewind Aviation,13008,LKP,14539,RKD,479,9
04Q,Tradewind Aviation,13015,LLY,13984,OWD,479,9
04Q,Tradewind Aviation,13029,LNK,14869,SLC,646,9
04Q,Tradewind Aviation,13125,LWM,10927,CDW,479,9
04Q,Tradewind Aviation,13139,LYH,15167,TEB,479,9
04Q,Tradewind Aviation,13152,MA1,12264,IAD,479,9
04Q,Tradewind Aviation,13230,MDT,15167,TEB,479,9
04Q,Tradewind Aviation,13296,MHT,11496,EFK,479,9
04Q,Tradewind Aviation,13296,MHT,15167,TEB,479,9
04Q,Tradewind Aviation,13398,MMU,10154,ACK,479,9
04Q,Tradewind Aviation,13398,MMU,11728,FOK,479,9
04Q,Tradewind Aviation,13398,MMU,12932,LEB,479,9
04Q,Tradewind Aviation,13398,MMU,13507,MTP,479,9
04Q,Tradewind Aviation,13398,MMU,13541,MVY,479,9
04Q,Tradewind Aviation,13398,MMU,16774,VA8,479,9
04Q,Tradewind Aviation,13418,MNZ,10670,BLM,479,9
04Q,Tradewind Aviation,13487,MSP,12197,HPN,479,9
04Q,Tradewind Aviation,13505,MTN,12222,HTO,479,9
04Q,Tradewind Aviation,13507,MTP,10785,BTV,479,9
04Q,Tradewind Aviation,13507,MTP,10990,CHO,479,9
04Q,Tradewind Aviation,13507,MTP,12397,ITH,479,9
04Q,Tradewind Aviation,13507,MTP,13398,MMU,479,9
04Q,Tradewind Aviation,13507,MTP,16442,NY5,479,9
04Q,Tradewind Aviation,13535,MVL,10154,ACK,479,9
04Q,Tradewind Aviation,13535,MVL,14539,RKD,479,9
04Q,Tradewind Aviation,13541,MVY,10135,ABE,479,9
04Q,Tradewind Aviation,13541,MVY,10540,BED,479,9
04Q,Tradewind Aviation,13541,MVY,10721,BOS,479,9
04Q,Tradewind Aviation,13541,MVY,12197,HPN,479,9
04Q,Tradewind Aviation,13541,MVY,12197,HPN,479,9
04Q,Tradewind Aviation,13541,MVY,12953,LGA,479,9
04Q,Tradewind Aviation,13541,MVY,13398,MMU,479,9
04Q,Tradewind Aviation,13541,MVY,14100,PHL,479,9
04Q,Tradewind Aviation,13541,MVY,14182,PNE,479,9
04Q,Tradewind Aviation,13541,MVY,14713,SCH,479,9
04Q,Tradewind Aviation,13541,MVY,15167,TEB,479,9
04Q,Tradewind Aviation,13541,MVY,15167,TEB,646,9
04Q,Tradewind Aviation,13599,NAD,10670,BLM,479,9
04Q,Tradewind Aviation,13685,NJ1,10154,ACK,479,9
04Q,Tradewind Aviation,13686,NJ2,12222,HTO,479,9
04Q,Tradewind Aviation,13731,NPT,10613,BID,479,9
04Q,Tradewind Aviation,13731,NPT,10721,BOS,479,9
04Q,Tradewind Aviation,13731,NPT,11961,GON,479,9
04Q,Tradewind Aviation,13731,NPT,15356,TTN,479,9
04Q,Tradewind Aviation,13809,OCF,11827,FXE,479,9
04Q,Tradewind Aviation,13898,OPF,14986,SRQ,479,9
04Q,Tradewind Aviation,13931,ORF,10158,ACY,479,9
04Q,Tradewind Aviation,13931,ORF,16748,DYL,479,9
04Q,Tradewind Aviation,13936,ORL,13898,OPF,479,9
04Q,Tradewind Aviation,13984,OWD,10785,BTV,479,9
04Q,Tradewind Aviation,13984,OWD,12222,HTO,479,9
04Q,Tradewind Aviation,13984,OWD,12953,LGA,479,9
04Q,Tradewind Aviation,13984,OWD,13015,LLY,479,9
04Q,Tradewind Aviation,13984,OWD,15167,TEB,479,9
04Q,Tradewind Aviation,13987,OXC,12264,IAD,479,9
04Q,Tradewind Aviation,13987,OXC,14492,RDU,479,9
04Q,Tradewind Aviation,14027,PBI,15382,TVI,479,9
04Q,Tradewind Aviation,14044,PCT,10540,BED,479,9
04Q,Tradewind Aviation,14044,PCT,15295,TOL,479,9
04Q,Tradewind Aviation,14050,PDK,12197,HPN,479,9
04Q,Tradewind Aviation,14098,PHF,13029,LNK,646,9
04Q,Tradewind Aviation,14100,PHL,10540,BED,479,9
04Q,Tradewind Aviation,14100,PHL,10557,BFD,479,9
04Q,Tradewind Aviation,14100,PHL,14492,RDU,479,9
04Q,Tradewind Aviation,14100,PHL,16091,YIP,479,9
04Q,Tradewind Aviation,14112,PIE,14986,SRQ,479,9
04Q,Tradewind Aviation,14122,PIT,10154,ACK,479,9
04Q,Tradewind Aviation,14182,PNE,12244,HVN,479,9
04Q,Tradewind Aviation,14182,PNE,13541,MVY,479,9
04Q,Tradewind Aviation,14212,POU,12222,HTO,479,9
04Q,Tradewind Aviation,14255,PSF,10589,BHB,479,9
04Q,Tradewind Aviation,14306,PVC,12197,HPN,479,9
04Q,Tradewind Aviation,14306,PVC,15167,TEB,479,9
04Q,Tradewind Aviation,14307,PVD,10154,ACK,479,9
04Q,Tradewind Aviation,14307,PVD,10927,CDW,479,9
04Q,Tradewind Aviation,14307,PVD,12197,HPN,479,9
04Q,Tradewind Aviation,14307,PVD,12222,HTO,479,9
04Q,Tradewind Aviation,14307,PVD,13507,MTP,479,9
04Q,Tradewind Aviation,14321,PWM,10154,ACK,479,9
04Q,Tradewind Aviation,14321,PWM,10529,BDL,479,9
04Q,Tradewind Aviation,14321,PWM,12197,HPN,479,9
04Q,Tradewind Aviation,14321,PWM,14182,PNE,479,9
04Q,Tradewind Aviation,14332,PYM,10589,BHB,479,9
04Q,Tradewind Aviation,14332,PYM,12197,HPN,479,9
04Q,Tradewind Aviation,14332,PYM,12222,HTO,479,9
04Q,Tradewind Aviation,14332,PYM,15167,TEB,479,9
04Q,Tradewind Aviation,14400,QMN,15167,TEB,479,9
04Q,Tradewind Aviation,14488,RDG,15167,TEB,479,9
04Q,Tradewind Aviation,14492,RDU,12197,HPN,479,9
04Q,Tradewind Aviation,14492,RDU,13987,OXC,479,9
04Q,Tradewind Aviation,14492,RDU,14100,PHL,479,9
04Q,Tradewind Aviation,14524,RIC,10154,ACK,479,9
04Q,Tradewind Aviation,14539,RKD,10589,BHB,479,9
04Q,Tradewind Aviation,14539,RKD,10721,BOS,479,9
04Q,Tradewind Aviation,14539,RKD,10927,CDW,479,9
04Q,Tradewind Aviation,14539,RKD,12197,HPN,479,9
04Q,Tradewind Aviation,14539,RKD,13535,MVL,479,9
04Q,Tradewind Aviation,14539,RKD,14648,RUT,479,9
04Q,Tradewind Aviation,14539,RKD,15167,TEB,479,9
04Q,Tradewind Aviation,14576,ROC,12108,HFD,479,9
04Q,Tradewind Aviation,14576,ROC,12197,HPN,479,9
04Q,Tradewind Aviation,14576,ROC,15070,SWF,479,9
04Q,Tradewind Aviation,14576,ROC,15656,VWK,479,9
04Q,Tradewind Aviation,14648,RUT,10613,BID,479,9
04Q,Tradewind Aviation,14648,RUT,14539,RKD,479,9
04Q,Tradewind Aviation,14648,RUT,15096,SYR,479,9
04Q,Tradewind Aviation,14696,SBN,12197,HPN,479,9
04Q,Tradewind Aviation,14761,SFB,14112,PIE,479,9
04Q,Tradewind Aviation,14802,SHD,12197,HPN,479,9
04Q,Tradewind Aviation,14843,SJU,16999,PR1,479,9
04Q,Tradewind Aviation,14869,SLC,15401,TXK,646,9
04Q,Tradewind Aviation,14875,SLK,10792,BUF,479,9
04Q,Tradewind Aviation,14875,SLK,12197,HPN,479,9
04Q,Tradewind Aviation,14875,SLK,12244,HVN,479,9
04Q,Tradewind Aviation,14875,SLK,15167,TEB,479,9
04Q,Tradewind Aviation,14986,SRQ,13898,OPF,479,9
04Q,Tradewind Aviation,14986,SRQ,14761,SFB,479,9
04Q,Tradewind Aviation,14996,SSI,12264,IAD,646,9
04Q,Tradewind Aviation,14996,SSI,14027,PBI,479,9
04Q,Tradewind Aviation,15070,SWF,12222,HTO,479,9
04Q,Tradewind Aviation,15070,SWF,12250,HYA,479,9
04Q,Tradewind Aviation,15096,SYR,10721,BOS,479,9
04Q,Tradewind Aviation,15096,SYR,13398,MMU,479,9
04Q,Tradewind Aviation,15096,SYR,14648,RUT,479,9
04Q,Tradewind Aviation,15096,SYR,15167,TEB,479,9
04Q,Tradewind Aviation,15167,TEB,10154,ACK,479,9
04Q,Tradewind Aviation,15167,TEB,10158,ACY,479,9
04Q,Tradewind Aviation,15167,TEB,10504,BBX,479,9
04Q,Tradewind Aviation,15167,TEB,10540,BED,479,9
04Q,Tradewind Aviation,15167,TEB,10613,BID,479,9
04Q,Tradewind Aviation,15167,TEB,10721,BOS,479,9
04Q,Tradewind Aviation,15167,TEB,10990,CHO,479,9
04Q,Tradewind Aviation,15167,TEB,11106,CON,479,9
04Q,Tradewind Aviation,15167,TEB,11675,FID,479,9
04Q,Tradewind Aviation,15167,TEB,11899,GFL,479,9
04Q,Tradewind Aviation,15167,TEB,11961,GON,479,9
04Q,Tradewind Aviation,15167,TEB,12029,GVQ,479,9
04Q,Tradewind Aviation,15167,TEB,12244,HVN,479,9
04Q,Tradewind Aviation,15167,TEB,12250,HYA,479,9
04Q,Tradewind Aviation,15167,TEB,12339,IND,479,9
04Q,Tradewind Aviation,15167,TEB,12397,ITH,479,9
04Q,Tradewind Aviation,15167,TEB,12932,LEB,479,9
04Q,Tradewind Aviation,15167,TEB,13125,LWM,479,9
04Q,Tradewind Aviation,15167,TEB,13230,MDT,479,9
04Q,Tradewind Aviation,15167,TEB,13296,MHT,479,9
04Q,Tradewind Aviation,15167,TEB,13541,MVY,479,9
04Q,Tradewind Aviation,15167,TEB,13541,MVY,646,9
04Q,Tradewind Aviation,15167,TEB,13933,ORH,479,9
04Q,Tradewind Aviation,15167,TEB,13984,OWD,479,9
04Q,Tradewind Aviation,15167,TEB,14307,PVD,479,9
04Q,Tradewind Aviation,15167,TEB,14332,PYM,479,9
04Q,Tradewind Aviation,15167,TEB,14400,QMN,479,9
04Q,Tradewind Aviation,15167,TEB,14539,RKD,479,9
04Q,Tradewind Aviation,15167,TEB,14711,SCE,479,9
04Q,Tradewind Aviation,15167,TEB,14875,SLK,479,9
04Q,Tradewind Aviation,15167,TEB,15070,SWF,479,9
04Q,Tradewind Aviation,15167,TEB,15096,SYR,479,9
04Q,Tradewind Aviation,15167,TEB,15427,UBF,479,9
04Q,Tradewind Aviation,15167,TEB,15656,VWK,479,9
04Q,Tradewind Aviation,15167,TEB,16479,MA2,479,9
04Q,Tradewind Aviation,15167,TEB,16498,NY7,479,9
04Q,Tradewind Aviation,15167,TEB,16525,PA5,479,9
04Q,Tradewind Aviation,15167,TEB,16627,ME5,479,9
04Q,Tradewind Aviation,15249,TLH,15304,TPA,479,9
04Q,Tradewind Aviation,15295,TOL,14044,PCT,479,9
04Q,Tradewind Aviation,15304,TPA,15249,TLH,479,9
04Q,Tradewind Aviation,15356,TTN,10372,ASE,479,9
04Q,Tradewind Aviation,15356,TTN,10990,CHO,479,9
04Q,Tradewind Aviation,15356,TTN,12222,HTO,479,9
04Q,Tradewind Aviation,15356,TTN,12478,JFK,479,9
04Q,Tradewind Aviation,15356,TTN,13731,NPT,479,9
04Q,Tradewind Aviation,15356,TTN,16542,RBW,646,9
04Q,Tradewind Aviation,15382,TVI,10460,AYS,479,9
04Q,Tradewind Aviation,15427,UBF,12197,HPN,479,9
04Q,Tradewind Aviation,15427,UBF,15167,TEB,479,9
04Q,Tradewind Aviation,15618,VNY,14869,SLC,646,9
04Q,Tradewind Aviation,15656,VWK,14576,ROC,479,9
04Q,Tradewind Aviation,15656,VWK,15167,TEB,479,9
04Q,Tradewind Aviation,16091,YIP,14100,PHL,479,9
04Q,Tradewind Aviation,16353,ZXU,13541,MVY,479,9
04Q,Tradewind Aviation,16353,ZXU,15167,TEB,479,9
04Q,Tradewind Aviation,16441,CT1,10815,BVY,479,9
04Q,Tradewind Aviation,16463,MD1,13507,MTP,479,9
04Q,Tradewind Aviation,16491,PNN,16871,CT7,479,9
04Q,Tradewind Aviation,16498,NY7,12250,HYA,479,9
04Q,Tradewind Aviation,16498,NY7,15167,TEB,479,9
04Q,Tradewind Aviation,16504,PA3,14875,SLK,479,9
04Q,Tradewind Aviation,16520,DE2,12222,HTO,479,9
04Q,Tradewind Aviation,16525,PA5,10540,BED,479,9
04Q,Tradewind Aviation,16525,PA5,11577,ERI,479,9
04Q,Tradewind Aviation,16525,PA5,11728,FOK,479,9
04Q,Tradewind Aviation,16525,PA5,12478,JFK,479,9
04Q,Tradewind Aviation,16525,PA5,15167,TEB,479,9
04Q,Tradewind Aviation,16543,MA5,10154,ACK,479,9
04Q,Tradewind Aviation,16568,NJ4,10504,BBX,479,9
04Q,Tradewind Aviation,16627,ME5,12197,HPN,479,9
04Q,Tradewind Aviation,16627,ME5,15167,TEB,479,9
04Q,Tradewind Aviation,16871,CT7,16491,PNN,479,9
04Q,Tradewind Aviation,16901,2FL,11136,CRG,479,9
04Q,Tradewind Aviation,16999,PR1,14843,SJU,479,9
